C:\Users\AL-AWAL\Desktop\IMG\center_2022_11_16_00_08_19_813.jpg, C:\Users\AL-AWAL\Desktop\IMG\left_2022_11_16_00_08_19_813.jpg, C:\Users\AL-AWAL\Desktop\IMG\right_2022_11_16_00_08_19_813.jpg, 0, 0, 0, 0.4800627
C:\Users\AL-AWAL\Desktop\IMG\center_2022_11_16_00_08_19_925.jpg, C:\Users\AL-AWAL\Desktop\IMG\left_2022_11_16_00_08_19_925.jpg, C:\Users\AL-AWAL\Desktop\IMG\right_2022_11_16_00_08_19_925.jpg, -0.3140445, 0.3140445, 0, 0.8666173
C:\Users\AL-AWAL\Desktop\IMG\center_2022_11_16_00_08_20_029.jpg, C:\Users\AL-AWAL\Desktop\IMG\left_2022_11_16_00_08_20_029.jpg, C:\Users\AL-AWAL\Desktop\IMG\right_2022_11_16_00_08_20_029.jpg, -0.009402007, 0.009402007, 0, 0.8591386
C:\Users\AL-AWAL\Desktop\IMG\center_2022_11_16_00_08_20_128.jpg, C:\Users\AL-AWAL\Desktop\IMG\left_2022_11_16_00_08_20_128.jpg, C:\Users\AL-AWAL\Desktop\IMG\right_2022_11_16_00_08_20_128.jpg, -0.3143802, 0, 0, 0.8389174
C:\Users\AL-AWAL\Desktop\IMG\center_2022_11_16_00_08_20_226.jpg, C:\Users\AL-AWAL\Desktop\IMG\left_2022_11_16_00_08_20_226.jpg, C:\Users\AL-AWAL\Desktop\IMG\right_2022_11_16_00_08_20_226.jpg, -0.6291804, 0, 0, 0.8196313
C:\Users\AL-AWAL\Desktop\IMG\center_2022_11_16_00_08_20_349.jpg, C:\Users\AL-AWAL\Desktop\IMG\left_2022_11_16_00_08_20_349.jpg, C:\Users\AL-AWAL\Desktop\IMG\right_2022_11_16_00_08_20_349.jpg, -0.2580385, 0, 0, 0.8099903
C:\Users\AL-AWAL\Desktop\IMG\center_2022_11_16_00_08_20_521.jpg, C:\Users\AL-AWAL\Desktop\IMG\left_2022_11_16_00_08_20_521.jpg, C:\Users\AL-AWAL\Desktop\IMG\right_2022_11_16_00_08_20_521.jpg, -0.7544736, 0.4964352, 0, 1.738064
C:\Users\AL-AWAL\Desktop\IMG\center_2022_11_16_00_08_20_635.jpg, C:\Users\AL-AWAL\Desktop\IMG\left_2022_11_16_00_08_20_635.jpg, C:\Users\AL-AWAL\Desktop\IMG\right_2022_11_16_00_08_20_635.jpg, -0.4081239, 0.1500855, 0, 1.998546
C:\Users\AL-AWAL\Desktop\IMG\center_2022_11_16_00_08_20_815.jpg, C:\Users\AL-AWAL\Desktop\IMG\left_2022_11_16_00_08_20_815.jpg, C:\Users\AL-AWAL\Desktop\IMG\right_2022_11_16_00_08_20_815.jpg, -0.96259, 0, 0, 1.883482
C:\Users\AL-AWAL\Desktop\IMG\center_2022_11_16_00_08_20_940.jpg, C:\Users\AL-AWAL\Desktop\IMG\left_2022_11_16_00_08_20_940.jpg, C:\Users\AL-AWAL\Desktop\IMG\right_2022_11_16_00_08_20_940.jpg, -0.5877904, 0, 0, 1.867643
C:\Users\AL-AWAL\Desktop\IMG\center_2022_11_16_00_08_21_063.jpg, C:\Users\AL-AWAL\Desktop\IMG\left_2022_11_16_00_08_21_063.jpg, C:\Users\AL-AWAL\Desktop\IMG\right_2022_11_16_00_08_21_063.jpg, -0.9297777, 0.3419874, 0, 2.261112
C:\Users\AL-AWAL\Desktop\IMG\center_2022_11_16_00_08_21_175.jpg, C:\Users\AL-AWAL\Desktop\IMG\left_2022_11_16_00_08_21_175.jpg, C:\Users\AL-AWAL\Desktop\IMG\right_2022_11_16_00_08_21_175.jpg, -0.5684215, 0, 0, 2.270822
C:\Users\AL-AWAL\Desktop\IMG\center_2022_11_16_00_08_21_298.jpg, C:\Users\AL-AWAL\Desktop\IMG\left_2022_11_16_00_08_21_298.jpg, C:\Users\AL-AWAL\Desktop\IMG\right_2022_11_16_00_08_21_298.jpg, -0.1982788, 0.3701427, 0, 2.771083
C:\Users\AL-AWAL\Desktop\IMG\center_2022_11_16_00_08_21_416.jpg, C:\Users\AL-AWAL\Desktop\IMG\left_2022_11_16_00_08_21_416.jpg, C:\Users\AL-AWAL\Desktop\IMG\right_2022_11_16_00_08_21_416.jpg, 0, 0.7242405, 0, 3.777404
C:\Users\AL-AWAL\Desktop\IMG\center_2022_11_16_00_08_21_518.jpg, C:\Users\AL-AWAL\Desktop\IMG\left_2022_11_16_00_08_21_518.jpg, C:\Users\AL-AWAL\Desktop\IMG\right_2022_11_16_00_08_21_518.jpg, 0, 1, 0, 4.932122
C:\Users\AL-AWAL\Desktop\IMG\center_2022_11_16_00_08_21_621.jpg, C:\Users\AL-AWAL\Desktop\IMG\left_2022_11_16_00_08_21_621.jpg, C:\Users\AL-AWAL\Desktop\IMG\right_2022_11_16_00_08_21_621.jpg, 0, 0.6934075, 0, 5.73573
C:\Users\AL-AWAL\Desktop\IMG\center_2022_11_16_00_08_21_742.jpg, C:\Users\AL-AWAL\Desktop\IMG\left_2022_11_16_00_08_21_742.jpg, C:\Users\AL-AWAL\Desktop\IMG\right_2022_11_16_00_08_21_742.jpg, 0, 1, 0, 7.088314
C:\Users\AL-AWAL\Desktop\IMG\center_2022_11_16_00_08_21_904.jpg, C:\Users\AL-AWAL\Desktop\IMG\left_2022_11_16_00_08_21_904.jpg, C:\Users\AL-AWAL\Desktop\IMG\right_2022_11_16_00_08_21_904.jpg, 0, 0.5189287, 0, 8.007442
C:\Users\AL-AWAL\Desktop\IMG\center_2022_11_16_00_08_22_023.jpg, C:\Users\AL-AWAL\Desktop\IMG\left_2022_11_16_00_08_22_023.jpg, C:\Users\AL-AWAL\Desktop\IMG\right_2022_11_16_00_08_22_023.jpg, -0.3579501, 0.1609786, 0, 8.099867
C:\Users\AL-AWAL\Desktop\IMG\center_2022_11_16_00_08_22_137.jpg, C:\Users\AL-AWAL\Desktop\IMG\left_2022_11_16_00_08_22_137.jpg, C:\Users\AL-AWAL\Desktop\IMG\right_2022_11_16_00_08_22_137.jpg, -0.01634461, 0, 0, 7.997804
C:\Users\AL-AWAL\Desktop\IMG\center_2022_11_16_00_08_22_257.jpg, C:\Users\AL-AWAL\Desktop\IMG\left_2022_11_16_00_08_22_257.jpg, C:\Users\AL-AWAL\Desktop\IMG\right_2022_11_16_00_08_22_257.jpg, -0.3759552, 0, 0, 7.840819
C:\Users\AL-AWAL\Desktop\IMG\center_2022_11_16_00_08_22_391.jpg, C:\Users\AL-AWAL\Desktop\IMG\left_2022_11_16_00_08_22_391.jpg, C:\Users\AL-AWAL\Desktop\IMG\right_2022_11_16_00_08_22_391.jpg, -0.5704188, 0, 0, 7.636796
C:\Users\AL-AWAL\Desktop\IMG\center_2022_11_16_00_08_22_544.jpg, C:\Users\AL-AWAL\Desktop\IMG\left_2022_11_16_00_08_22_544.jpg, C:\Users\AL-AWAL\Desktop\IMG\right_2022_11_16_00_08_22_544.jpg, -0.1150338, 0, 0, 7.503104
C:\Users\AL-AWAL\Desktop\IMG\center_2022_11_16_00_08_22_647.jpg, C:\Users\AL-AWAL\Desktop\IMG\left_2022_11_16_00_08_22_647.jpg, C:\Users\AL-AWAL\Desktop\IMG\right_2022_11_16_00_08_22_647.jpg, 0, 0.3120561, 0, 7.781839
C:\Users\AL-AWAL\Desktop\IMG\center_2022_11_16_00_08_22_748.jpg, C:\Users\AL-AWAL\Desktop\IMG\left_2022_11_16_00_08_22_748.jpg, C:\Users\AL-AWAL\Desktop\IMG\right_2022_11_16_00_08_22_748.jpg, 0, 0.006023109, 0, 7.716872
C:\Users\AL-AWAL\Desktop\IMG\center_2022_11_16_00_08_22_851.jpg, C:\Users\AL-AWAL\Desktop\IMG\left_2022_11_16_00_08_22_851.jpg, C:\Users\AL-AWAL\Desktop\IMG\right_2022_11_16_00_08_22_851.jpg, -0.3070791, 0, 0, 7.594144
C:\Users\AL-AWAL\Desktop\IMG\center_2022_11_16_00_08_22_969.jpg, C:\Users\AL-AWAL\Desktop\IMG\left_2022_11_16_00_08_22_969.jpg, C:\Users\AL-AWAL\Desktop\IMG\right_2022_11_16_00_08_22_969.jpg, 0, 0, 0, 7.490582
C:\Users\AL-AWAL\Desktop\IMG\center_2022_11_16_00_08_23_071.jpg, C:\Users\AL-AWAL\Desktop\IMG\left_2022_11_16_00_08_23_071.jpg, C:\Users\AL-AWAL\Desktop\IMG\right_2022_11_16_00_08_23_071.jpg, 0, 0, 0, 7.415206
C:\Users\AL-AWAL\Desktop\IMG\center_2022_11_16_00_08_23_196.jpg, C:\Users\AL-AWAL\Desktop\IMG\left_2022_11_16_00_08_23_196.jpg, C:\Users\AL-AWAL\Desktop\IMG\right_2022_11_16_00_08_23_196.jpg, 0, 0.3754425, 0, 7.751805
C:\Users\AL-AWAL\Desktop\IMG\center_2022_11_16_00_08_23_358.jpg, C:\Users\AL-AWAL\Desktop\IMG\left_2022_11_16_00_08_23_358.jpg, C:\Users\AL-AWAL\Desktop\IMG\right_2022_11_16_00_08_23_358.jpg, 0, 0, 0, 7.651989
C:\Users\AL-AWAL\Desktop\IMG\center_2022_11_16_00_08_23_470.jpg, C:\Users\AL-AWAL\Desktop\IMG\left_2022_11_16_00_08_23_470.jpg, C:\Users\AL-AWAL\Desktop\IMG\right_2022_11_16_00_08_23_470.jpg, -0.3038325, 0, 0, 7.529779
C:\Users\AL-AWAL\Desktop\IMG\center_2022_11_16_00_08_23_575.jpg, C:\Users\AL-AWAL\Desktop\IMG\left_2022_11_16_00_08_23_575.jpg, C:\Users\AL-AWAL\Desktop\IMG\right_2022_11_16_00_08_23_575.jpg, 0, 0, 0, 7.427352
C:\Users\AL-AWAL\Desktop\IMG\center_2022_11_16_00_08_23_692.jpg, C:\Users\AL-AWAL\Desktop\IMG\left_2022_11_16_00_08_23_692.jpg, C:\Users\AL-AWAL\Desktop\IMG\right_2022_11_16_00_08_23_692.jpg, 0, 0, 0, 7.337807
C:\Users\AL-AWAL\Desktop\IMG\center_2022_11_16_00_08_23_858.jpg, C:\Users\AL-AWAL\Desktop\IMG\left_2022_11_16_00_08_23_858.jpg, C:\Users\AL-AWAL\Desktop\IMG\right_2022_11_16_00_08_23_858.jpg, 0, 0.494403, 0, 8.145314
C:\Users\AL-AWAL\Desktop\IMG\center_2022_11_16_00_08_24_124.jpg, C:\Users\AL-AWAL\Desktop\IMG\left_2022_11_16_00_08_24_124.jpg, C:\Users\AL-AWAL\Desktop\IMG\right_2022_11_16_00_08_24_124.jpg, -0.7884687, 0, 0, 7.590024
C:\Users\AL-AWAL\Desktop\IMG\center_2022_11_16_00_08_24_238.jpg, C:\Users\AL-AWAL\Desktop\IMG\left_2022_11_16_00_08_24_238.jpg, C:\Users\AL-AWAL\Desktop\IMG\right_2022_11_16_00_08_24_238.jpg, -0.4383136, 0, 0, 7.51964
C:\Users\AL-AWAL\Desktop\IMG\center_2022_11_16_00_08_24_365.jpg, C:\Users\AL-AWAL\Desktop\IMG\left_2022_11_16_00_08_24_365.jpg, C:\Users\AL-AWAL\Desktop\IMG\right_2022_11_16_00_08_24_365.jpg, -0.05650621, 0.3818073, 0, 7.932555
C:\Users\AL-AWAL\Desktop\IMG\center_2022_11_16_00_08_24_485.jpg, C:\Users\AL-AWAL\Desktop\IMG\left_2022_11_16_00_08_24_485.jpg, C:\Users\AL-AWAL\Desktop\IMG\right_2022_11_16_00_08_24_485.jpg, 0, 0.02060193, 0, 7.888736
C:\Users\AL-AWAL\Desktop\IMG\center_2022_11_16_00_08_24_596.jpg, C:\Users\AL-AWAL\Desktop\IMG\left_2022_11_16_00_08_24_596.jpg, C:\Users\AL-AWAL\Desktop\IMG\right_2022_11_16_00_08_24_596.jpg, -0.3327687, 0, 0, 7.740697
C:\Users\AL-AWAL\Desktop\IMG\center_2022_11_16_00_08_24_721.jpg, C:\Users\AL-AWAL\Desktop\IMG\left_2022_11_16_00_08_24_721.jpg, C:\Users\AL-AWAL\Desktop\IMG\right_2022_11_16_00_08_24_721.jpg, 0, 0, 0, 7.638244
C:\Users\AL-AWAL\Desktop\IMG\center_2022_11_16_00_08_24_869.jpg, C:\Users\AL-AWAL\Desktop\IMG\left_2022_11_16_00_08_24_869.jpg, C:\Users\AL-AWAL\Desktop\IMG\right_2022_11_16_00_08_24_869.jpg, 0, 0.4421841, 0, 8.341771
C:\Users\AL-AWAL\Desktop\IMG\center_2022_11_16_00_08_24_986.jpg, C:\Users\AL-AWAL\Desktop\IMG\left_2022_11_16_00_08_24_986.jpg, C:\Users\AL-AWAL\Desktop\IMG\right_2022_11_16_00_08_24_986.jpg, 0, 0.7915647, 0, 9.190853
C:\Users\AL-AWAL\Desktop\IMG\center_2022_11_16_00_08_25_103.jpg, C:\Users\AL-AWAL\Desktop\IMG\left_2022_11_16_00_08_25_103.jpg, C:\Users\AL-AWAL\Desktop\IMG\right_2022_11_16_00_08_25_103.jpg, 0, 0.4372062, 0, 9.742027
C:\Users\AL-AWAL\Desktop\IMG\center_2022_11_16_00_08_25_228.jpg, C:\Users\AL-AWAL\Desktop\IMG\left_2022_11_16_00_08_25_228.jpg, C:\Users\AL-AWAL\Desktop\IMG\right_2022_11_16_00_08_25_228.jpg, 0, 0.8069643, 0, 10.76554
C:\Users\AL-AWAL\Desktop\IMG\center_2022_11_16_00_08_25_347.jpg, C:\Users\AL-AWAL\Desktop\IMG\left_2022_11_16_00_08_25_347.jpg, C:\Users\AL-AWAL\Desktop\IMG\right_2022_11_16_00_08_25_347.jpg, 0, 0.4457229, 0, 11.32305
C:\Users\AL-AWAL\Desktop\IMG\center_2022_11_16_00_08_25_500.jpg, C:\Users\AL-AWAL\Desktop\IMG\left_2022_11_16_00_08_25_500.jpg, C:\Users\AL-AWAL\Desktop\IMG\right_2022_11_16_00_08_25_500.jpg, -0.4570809, 0, 0, 11.1078
C:\Users\AL-AWAL\Desktop\IMG\center_2022_11_16_00_08_25_625.jpg, C:\Users\AL-AWAL\Desktop\IMG\left_2022_11_16_00_08_25_625.jpg, C:\Users\AL-AWAL\Desktop\IMG\right_2022_11_16_00_08_25_625.jpg, -0.0845547, 0, 0, 10.96094
C:\Users\AL-AWAL\Desktop\IMG\center_2022_11_16_00_08_25_738.jpg, C:\Users\AL-AWAL\Desktop\IMG\left_2022_11_16_00_08_25_738.jpg, C:\Users\AL-AWAL\Desktop\IMG\right_2022_11_16_00_08_25_738.jpg, 0, 0.3393063, 0, 11.32567
C:\Users\AL-AWAL\Desktop\IMG\center_2022_11_16_00_08_25_860.jpg, C:\Users\AL-AWAL\Desktop\IMG\left_2022_11_16_00_08_25_860.jpg, C:\Users\AL-AWAL\Desktop\IMG\right_2022_11_16_00_08_25_860.jpg, 0, 0.555606, 0, 11.82334
C:\Users\AL-AWAL\Desktop\IMG\center_2022_11_16_00_08_26_042.jpg, C:\Users\AL-AWAL\Desktop\IMG\left_2022_11_16_00_08_26_042.jpg, C:\Users\AL-AWAL\Desktop\IMG\right_2022_11_16_00_08_26_042.jpg, -0.5310642, 0.0245418, 0, 11.41305
C:\Users\AL-AWAL\Desktop\IMG\center_2022_11_16_00_08_26_183.jpg, C:\Users\AL-AWAL\Desktop\IMG\left_2022_11_16_00_08_26_183.jpg, C:\Users\AL-AWAL\Desktop\IMG\right_2022_11_16_00_08_26_183.jpg, -0.1395564, 0, 0, 11.68685
C:\Users\AL-AWAL\Desktop\IMG\center_2022_11_16_00_08_26_330.jpg, C:\Users\AL-AWAL\Desktop\IMG\left_2022_11_16_00_08_26_330.jpg, C:\Users\AL-AWAL\Desktop\IMG\right_2022_11_16_00_08_26_330.jpg, -0.5957679, 0, 0, 11.23185
C:\Users\AL-AWAL\Desktop\IMG\center_2022_11_16_00_08_26_433.jpg, C:\Users\AL-AWAL\Desktop\IMG\left_2022_11_16_00_08_26_433.jpg, C:\Users\AL-AWAL\Desktop\IMG\right_2022_11_16_00_08_26_433.jpg, -0.2581932, 0, 0, 11.10832
C:\Users\AL-AWAL\Desktop\IMG\center_2022_11_16_00_08_26_536.jpg, C:\Users\AL-AWAL\Desktop\IMG\left_2022_11_16_00_08_26_536.jpg, C:\Users\AL-AWAL\Desktop\IMG\right_2022_11_16_00_08_26_536.jpg, 0, 0, 0, 10.97259
C:\Users\AL-AWAL\Desktop\IMG\center_2022_11_16_00_08_26_662.jpg, C:\Users\AL-AWAL\Desktop\IMG\left_2022_11_16_00_08_26_662.jpg, C:\Users\AL-AWAL\Desktop\IMG\right_2022_11_16_00_08_26_662.jpg, 0, 0.381054, 0, 11.28539
C:\Users\AL-AWAL\Desktop\IMG\center_2022_11_16_00_08_26_773.jpg, C:\Users\AL-AWAL\Desktop\IMG\left_2022_11_16_00_08_26_773.jpg, C:\Users\AL-AWAL\Desktop\IMG\right_2022_11_16_00_08_26_773.jpg, 0, 0.04799432, 0, 11.63147
C:\Users\AL-AWAL\Desktop\IMG\center_2022_11_16_00_08_26_936.jpg, C:\Users\AL-AWAL\Desktop\IMG\left_2022_11_16_00_08_26_936.jpg, C:\Users\AL-AWAL\Desktop\IMG\right_2022_11_16_00_08_26_936.jpg, 0, 0.4984431, 0, 12.09228
C:\Users\AL-AWAL\Desktop\IMG\center_2022_11_16_00_08_27_036.jpg, C:\Users\AL-AWAL\Desktop\IMG\left_2022_11_16_00_08_27_036.jpg, C:\Users\AL-AWAL\Desktop\IMG\right_2022_11_16_00_08_27_036.jpg, 0, 0.7997487, 0, 12.88153
C:\Users\AL-AWAL\Desktop\IMG\center_2022_11_16_00_08_27_143.jpg, C:\Users\AL-AWAL\Desktop\IMG\left_2022_11_16_00_08_27_143.jpg, C:\Users\AL-AWAL\Desktop\IMG\right_2022_11_16_00_08_27_143.jpg, 0, 0.49734, 0, 13.38823
C:\Users\AL-AWAL\Desktop\IMG\center_2022_11_16_00_08_27_395.jpg, C:\Users\AL-AWAL\Desktop\IMG\left_2022_11_16_00_08_27_395.jpg, C:\Users\AL-AWAL\Desktop\IMG\right_2022_11_16_00_08_27_395.jpg, 0, 1, 0, 16.10679
C:\Users\AL-AWAL\Desktop\IMG\center_2022_11_16_00_08_27_503.jpg, C:\Users\AL-AWAL\Desktop\IMG\left_2022_11_16_00_08_27_503.jpg, C:\Users\AL-AWAL\Desktop\IMG\right_2022_11_16_00_08_27_503.jpg, 0, 1, 0, 17.35742
C:\Users\AL-AWAL\Desktop\IMG\center_2022_11_16_00_08_27_619.jpg, C:\Users\AL-AWAL\Desktop\IMG\left_2022_11_16_00_08_27_619.jpg, C:\Users\AL-AWAL\Desktop\IMG\right_2022_11_16_00_08_27_619.jpg, 0, 1, 0, 18.59118
C:\Users\AL-AWAL\Desktop\IMG\center_2022_11_16_00_08_27_747.jpg, C:\Users\AL-AWAL\Desktop\IMG\left_2022_11_16_00_08_27_747.jpg, C:\Users\AL-AWAL\Desktop\IMG\right_2022_11_16_00_08_27_747.jpg, 0, 1, 0, 19.81597
C:\Users\AL-AWAL\Desktop\IMG\center_2022_11_16_00_08_27_864.jpg, C:\Users\AL-AWAL\Desktop\IMG\left_2022_11_16_00_08_27_864.jpg, C:\Users\AL-AWAL\Desktop\IMG\right_2022_11_16_00_08_27_864.jpg, 0, 1, 0, 21.02841
C:\Users\AL-AWAL\Desktop\IMG\center_2022_11_16_00_08_27_990.jpg, C:\Users\AL-AWAL\Desktop\IMG\left_2022_11_16_00_08_27_990.jpg, C:\Users\AL-AWAL\Desktop\IMG\right_2022_11_16_00_08_27_990.jpg, 0, 0.915598, 0, 22.38515
C:\Users\AL-AWAL\Desktop\IMG\center_2022_11_16_00_08_28_160.jpg, C:\Users\AL-AWAL\Desktop\IMG\left_2022_11_16_00_08_28_160.jpg, C:\Users\AL-AWAL\Desktop\IMG\right_2022_11_16_00_08_28_160.jpg, -0.5097177, 0.4058803, 0, 22.51657
C:\Users\AL-AWAL\Desktop\IMG\center_2022_11_16_00_08_28_424.jpg, C:\Users\AL-AWAL\Desktop\IMG\left_2022_11_16_00_08_28_424.jpg, C:\Users\AL-AWAL\Desktop\IMG\right_2022_11_16_00_08_28_424.jpg, 0, 0, 0, 22.07783
C:\Users\AL-AWAL\Desktop\IMG\center_2022_11_16_00_08_28_558.jpg, C:\Users\AL-AWAL\Desktop\IMG\left_2022_11_16_00_08_28_558.jpg, C:\Users\AL-AWAL\Desktop\IMG\right_2022_11_16_00_08_28_558.jpg, 0, 0, 0, 21.50115
C:\Users\AL-AWAL\Desktop\IMG\center_2022_11_16_00_08_28_677.jpg, C:\Users\AL-AWAL\Desktop\IMG\left_2022_11_16_00_08_28_677.jpg, C:\Users\AL-AWAL\Desktop\IMG\right_2022_11_16_00_08_28_677.jpg, 0, 0, 0, 21.23428
C:\Users\AL-AWAL\Desktop\IMG\center_2022_11_16_00_08_28_804.jpg, C:\Users\AL-AWAL\Desktop\IMG\left_2022_11_16_00_08_28_804.jpg, C:\Users\AL-AWAL\Desktop\IMG\right_2022_11_16_00_08_28_804.jpg, 0, 0, 0, 20.97097
C:\Users\AL-AWAL\Desktop\IMG\center_2022_11_16_00_08_28_922.jpg, C:\Users\AL-AWAL\Desktop\IMG\left_2022_11_16_00_08_28_922.jpg, C:\Users\AL-AWAL\Desktop\IMG\right_2022_11_16_00_08_28_922.jpg, 0, 0.3579534, 0, 21.10563
C:\Users\AL-AWAL\Desktop\IMG\center_2022_11_16_00_08_29_095.jpg, C:\Users\AL-AWAL\Desktop\IMG\left_2022_11_16_00_08_29_095.jpg, C:\Users\AL-AWAL\Desktop\IMG\right_2022_11_16_00_08_29_095.jpg, 0, 0, 0, 21.0491
C:\Users\AL-AWAL\Desktop\IMG\center_2022_11_16_00_08_29_220.jpg, C:\Users\AL-AWAL\Desktop\IMG\left_2022_11_16_00_08_29_220.jpg, C:\Users\AL-AWAL\Desktop\IMG\right_2022_11_16_00_08_29_220.jpg, -0.3819675, 0, 0, 20.67946
C:\Users\AL-AWAL\Desktop\IMG\center_2022_11_16_00_08_29_394.jpg, C:\Users\AL-AWAL\Desktop\IMG\left_2022_11_16_00_08_29_394.jpg, C:\Users\AL-AWAL\Desktop\IMG\right_2022_11_16_00_08_29_394.jpg, 0, 0, 0, 19.9709
C:\Users\AL-AWAL\Desktop\IMG\center_2022_11_16_00_08_29_513.jpg, C:\Users\AL-AWAL\Desktop\IMG\left_2022_11_16_00_08_29_513.jpg, C:\Users\AL-AWAL\Desktop\IMG\right_2022_11_16_00_08_29_513.jpg, -0.3588741, 0, 0, 19.63577
C:\Users\AL-AWAL\Desktop\IMG\center_2022_11_16_00_08_29_697.jpg, C:\Users\AL-AWAL\Desktop\IMG\left_2022_11_16_00_08_29_697.jpg, C:\Users\AL-AWAL\Desktop\IMG\right_2022_11_16_00_08_29_697.jpg, 0, 0, 0, 19.63074
C:\Users\AL-AWAL\Desktop\IMG\center_2022_11_16_00_08_29_831.jpg, C:\Users\AL-AWAL\Desktop\IMG\left_2022_11_16_00_08_29_831.jpg, C:\Users\AL-AWAL\Desktop\IMG\right_2022_11_16_00_08_29_831.jpg, 0, 0, 0, 19.40706
C:\Users\AL-AWAL\Desktop\IMG\center_2022_11_16_00_08_29_981.jpg, C:\Users\AL-AWAL\Desktop\IMG\left_2022_11_16_00_08_29_981.jpg, C:\Users\AL-AWAL\Desktop\IMG\right_2022_11_16_00_08_29_981.jpg, -0.4633005, 0, 0, 18.88082
C:\Users\AL-AWAL\Desktop\IMG\center_2022_11_16_00_08_30_084.jpg, C:\Users\AL-AWAL\Desktop\IMG\left_2022_11_16_00_08_30_084.jpg, C:\Users\AL-AWAL\Desktop\IMG\right_2022_11_16_00_08_30_084.jpg, -0.1555926, 0, 0, 18.22238
C:\Users\AL-AWAL\Desktop\IMG\center_2022_11_16_00_08_30_201.jpg, C:\Users\AL-AWAL\Desktop\IMG\left_2022_11_16_00_08_30_201.jpg, C:\Users\AL-AWAL\Desktop\IMG\right_2022_11_16_00_08_30_201.jpg, 0, 0, 0, 18.50487
C:\Users\AL-AWAL\Desktop\IMG\center_2022_11_16_00_08_30_302.jpg, C:\Users\AL-AWAL\Desktop\IMG\left_2022_11_16_00_08_30_302.jpg, C:\Users\AL-AWAL\Desktop\IMG\right_2022_11_16_00_08_30_302.jpg, 0, 0, 0, 18.28642
C:\Users\AL-AWAL\Desktop\IMG\center_2022_11_16_00_08_30_424.jpg, C:\Users\AL-AWAL\Desktop\IMG\left_2022_11_16_00_08_30_424.jpg, C:\Users\AL-AWAL\Desktop\IMG\right_2022_11_16_00_08_30_424.jpg, -0.3685446, 0, 0, 17.98278
C:\Users\AL-AWAL\Desktop\IMG\center_2022_11_16_00_08_30_603.jpg, C:\Users\AL-AWAL\Desktop\IMG\left_2022_11_16_00_08_30_603.jpg, C:\Users\AL-AWAL\Desktop\IMG\right_2022_11_16_00_08_30_603.jpg, 0, 0, 0, 17.69889
